GeneID	RNA.seq_LADC55
C18orf25	899
RNF165	14
LOXHD1	21
ST8SIA5	0
ST8SIA5-DT	0
PIAS2	470
KATNAL2	105
LOC105372098	28
HDHD2	885
IER3IP1	1964
MIR4527HG	0
SMAD2	2110
ZBTB7C	136
LOC105372104	2
CTIF	587
107987258	4
LOC105372107	1
LOC107985147	2
LOC105372105	6
SMAD7	449
LOC105372108	0
LOC100129878	52
DYM	818
C18orf32	694
RPL17-C18orf32	3140
RPL17	2521
SNORD58C	32
SNORD58A	10
SNORD58B	92
LIPG	57
LOC112268210	0
ACAA2	857
SNHG22	76
SCARNA17	0
MYO5B	1160
CFAP53	85
MBD1	989
CXXC1	591
SKA1	86
MAPK4	11
MRO	117
ME2	2614
ELAC1	120
LOC107985152	38
105372117	75
SMAD4	1594
MEX3C	766
105372118	1
DCC	27
MBD2	1947
POLI	661
C18orf54	129
RAB27B	3516
CCDC68	583
LINC01929	8
TCF4	1997
LOC105372130	0
LINC01415	22
LOC107985183	0
LOC105372131	0
LOC107985164	0
LOC642484	0
LOC105372135	2
TXNL1	1453
WDR7	675
WDR7-OT1	4
ST8SIA3	3
ONECUT2	31
FECH	495
NARS1	3923
LOC100505549	147
ATP8B1	1823
LOC105372141	26
NEDD4L	2227
LOC105372143	1
ALPK2	12
LOC102724745	2
MALT1-AS1	15
MALT1	1204
LOC105372146	0
ZNF532	1392
107987259	3
SEC11C	1638
GRP	17
RAX	0
LMAN1	6553
LOC107985156	0
CCBE1	108
PMAIP1	1151
MC4R	2
CDH20	29
LOC105372157	0
RNF152	184
LOC112268209	1
PIGN	935
RELCH	1346
TNFRSF11A	478
ZCCHC2	690
PHLPP1	521
LOC105372160	0
BCL2	421
KDSR	1255
VPS4B	1625
SERPINB5	7
SERPINB12	0
SERPINB13	0
SERPINB4	3
SERPINB3	11
SERPINB11	1
SERPINB7	2
SERPINB2	3
SERPINB10	0
HMSD	5
LOC105372165	21
SERPINB8	582
CDH7	0
CDH19	40
DSEL	539
DSEL-AS1	2
TMX3	2102
CCDC102B	354
LOC107985134	6
107985135	1
DOK6	99
105372178	0
CD226	339
RTTN	293
SOCS6	886
LINC01909	3
LIVAR	1
LOC105376872	2
LOC105372185	4
CBLN2	1
NETO1	32
LINC02864	19
LOC105372190	4
FBXO15	54
TIMM21	428
CYB5A	4206
C18orf63	15
DIPK1C	1
CNDP2	5069
CNDP1	3
ZNF407	487
ZNF407-AS1	107
ZADH2	773
TSHZ1	509
LOC107985177	2
105372208	0
LOC105372210	7
LOC105372209	2
ZNF516	438
ZNF516-AS1	8
ZNF516-DT	4
LINC00908	14
LINC00683	1
LINC01927	2
ZNF236-DT	7
ZNF236	464
MBP	1118
LOC105372217	3
107987261	27
GALR1	0
SALL3	5
ATP9B	487
LOC105372226	1
NFATC1	264
107985163	1
LOC101927897	31
LOC107985162	1
LOC102723506	5
LOC284240	5
LOC105372228	0
CTDP1	519
105376875	0
KCNG2	184
SLC66A2	507
HSBP1L1	146
TXNL4A	479
RBFA	392
RBFADN	8
ADNP2	847
PARD6G-AS1	20
PARD6G	57
WASH5P	33
LINC01002	95
LOC101928344	50
LOC107985295	0
PLPP2	1280
MIER2	503
THEG	2
C2CD4C	24
SHC2	461
ODF3L2	0
MADCAM1	2
MADCAM1-AS1	2
TPGS1	80
CDC34	786
GZMM	40
BSG-AS1	62
BSG	9410
HCN2	22
LOC107987266	5
POLRMT	716
LOC105372234	1
FGF22	0
RNF126	427
FSTL3	651
PRSS57	0
PALM	210
MISP	522
LOC101928450	0
LINC01836	24
PTBP1	5122
PLPPR3	1565
MIR3187	0
AZU1	7
PRTN3	2
ELANE	10
CFD	234
MED16	1267
R3HDM4	1764
KISS1R	27
ARID3A	259
WDR18	542
GRIN3B	72
LOC105372235	9
TMEM259	1756
CNN2	4100
ABCA7	1143
ARHGAP45	2060
POLR2E	1852
GPX4	4594
SBNO2	2454
LOC102723798	36
LOC102725180	59
STK11	695
CBARP	20
ATP5F1D	397
LOC102723811	4
MIDN	1965
LOC107985303	14
LOC105372236	3
CIRBP-AS1	13
CIRBP	3671
FAM174C	278
EFNA2	3
PWWP3A	686
NDUFS7	853
GAMT	243
DAZAP1	2328
RPS15	6080
APC2	128
C19orf25	498
PCSK4	66
REEP6	508
ADAMTSL5	120
LOC107985337	0
PLK5	0
MEX3D	397
MBD3	1096
UQCR11	818
TCF3	1241
ATP8B3	28
REXO1	647
MIR1909	36
LOC100288123	48
KLF16	374
ABHD17A	778
SCAMP4	2093
ADAT3	93
LOC105372238	4
CSNK1G2	1304
CSNK1G2-AS1	2
BTBD2	1956
LOC107985278	53
MKNK2	3588
MOB3A	1001
IZUMO4	88
AP3D1	4034
DOT1L	631
PLEKHJ1	644
MIR1227	2
MIR6789	90
SF3A2	849
AMH	13
MIR4321	2
JSRP1	121
LOC105372240	5
OAZ1	10813
PEAK3	8
LINGO3	6
LOC101928572	0
LSM7	451
SPPL2B	1053
TMPRSS9	26
TIMM13	612
LMNB2	1431
GADD45B	3624
GNG7	140
DIRAS1	41
SLC39A3	368
SGTA	1156
THOP1	619
ZNF554	118
ZNF555	161
ZNF556	0
ZNF57	150
101928631	34
ZNF77	74
TLE6	217
TLE2	1374
TLE5	6322
GNA11	1555
GNA15	455
GNA15-DT	61
S1PR4	114
NCLN	1346
CELF5	56
LOC105372244	4
NFIC	3025
SMIM24	6
LOC105372246	4
DOHH	118
LOC105372245	36
FZR1	778
MFSD12	855
C19orf71	77
HMG20B	1073
GIPC3	93
TBXA2R	37
CACTIN-AS1	135
CACTIN	379
PIP5K1C	1141
TJP3	1866
APBA3	329
MRPL54	303
MATK	136
ZFR2	3
NMRK2	5
DAPK3	1153
MIR637	15
EEF2	30145
SNORD37	1
PIAS4	422
ZBTB7A	1075
MAP2K2	1410
CREB3L3	3
SIRT6	364
ANKRD24	33
EBI3	54
YJU2	284
SHD	0
TMIGD2	16
FSD1	3
STAP2	675
MPND	496
SH3GL1	1667
CHAF1A	582
107985297	4
UBXN6	1849
MIR4746	1
HDGFL2	888
PLIN4	39
PLIN5	113
LRG1	1448
SEMA6B	210
TNFAIP8L1	267
MYDGF	1385
DPP9	2496
DPP9-AS1	294
LOC105372250	0
FEM1A	839
TICAM1	585
PLIN3	1733
ARRDC5	119
UHRF1	704
KDM4B	795
PTPRS	624
LOC105372253	1
LOC105372252	3
TINCR	24
SAFB2	1224
SAFB	2277
LOC107985320	3
MICOS13	454
HSD11B1L	55
RPL36	2075
LONP1	2000
CATSPERD	12
PRR22	42
DUS3L	327
NRTN	4
FUT6	26
FUT3	1019
LOC101928844	26
FUT5	31
NDUFA11	972
VMAC	157
CAPS	701
RANBP3	1226
RANBP3-DT	1
RFX2	255
LOC105372255	1
ACSBG2	9
MLLT1	1660
ACER1	1
CLPP	694
ALKBH7	487
PSPN	0
GTF2F1	1453
LOC390877	11
KHSRP	3845
MIR3940	210
SLC25A41	17
SLC25A23	2338
CRB3	633
DENND1C	883
TUBB4A	69
TNFSF9	96
CD70	23
TNFSF14	41
C3	8442
GPR108	1365
TRIP10	1359
107985302	47
SH2D3A	488
VAV1	823
ADGRE1	91
LOC105372256	1
ADGRE4P	136
ZNF557	148
INSR	1579
ARHGEF18	1440
LOC107985284	4
PEX11G	143
TEX45	11
LOC105372261	42
ZNF358	399
MCOLN1	561
PNPLA6	1658
CAMSAP3	920
XAB2	1035
PET100	116
PCP2	73
STXBP2	3046
RETN	27
MCEMP1	426
TRAPPC5	180
FCER2	11
CLEC4G	9
CD209	351
CLEC4M	5
LOC105372263	0
CLEC4GP1	1
EVI5L	467
PRR36	382
LRRC8E	235
MAP2K7	755
TGFBR3L	11
SNAPC2	327
CTXN1	48
TIMM44	499
ELAVL1	1835
LOC105372266	7
CCL25	4
FBN3	26
CERS4	875
LOC107985282	5
CD320	463
NDUFA7	478
RPS28	538
KANK3	94
ANGPTL4	1850
RAB11B-AS1	249
RAB11B	2436
MARCHF2	830
HNRNPM	4736
PRAM1	102
ZNF414	148
MYO1F	1069
ADAMTS10	83
ZNF558	533
MUC16	1394
ZNF317	641
OR7D2	4
ZNF699	160
ZNF559	390
ZNF559-ZNF177	98
ZNF177	65
LOC112268250	4
ZNF266	482
LOC105372269	1
ZNF560	1
LOC105372268	4
ZNF426	442
ZNF426-DT	26
ZNF121	721
ZNF561	825
ZNF561-AS1	164
ZNF562	803
ZNF812P	71
LOC105372270	8
ZNF846	214
LOC100505555	1
FBXL12	398
UBL5	677
PIN1-DT	2
PIN1	820
OLFM2	208
COL5A3	175
SHFL	659
ANGPTL6	211
PPAN	281
PPAN-P2RY11	427
P2RY11	188
EIF3G	1810
DNMT1	2968
S1PR2	331
MIR4322	2
MRPL4	909
LOC105372272	11
ICAM1	15054
ICAM4	559
ICAM5	347
ZGLP1	40
FDX2	173
RAVER1	1562
ICAM3	634
TYK2	2199
CDC37	2394
MIR1181	226
PDE4A	1173
KEAP1	1393
S1PR5	18
ATG4D	262
KRI1	657
CDKN2D	111
AP1M2	2087
SLC44A2	3423
ILF3-DT	308
ILF3	5230
QTRT1	516
DNM2	3537
TMED1	719
C19orf38	62
CARM1	1144
YIPF2	1388
TIMM29	214
SMARCA4	3519
LDLR-AS1	54
LDLR	1719
MIR6886	0
SPC24	104
KANK2	1835
DOCK6	935
LOC105372273	16
ANGPTL8	2
TSPAN16	3
HSPC102	1
RAB3D	780
TMEM205	1134
CCDC159	430
PLPPR2	712
SWSAP1	98
EPOR	338
RGL3	632
ODAD3	333
PRKCSH	4105
ELAVL3	0
ZNF653	113
ECSIT	349
CNN1	402
ELOF1	587
ACP5	4782
ZNF627	609
HNRNPA1P10	515
ZNF833P	21
ZNF823	187
ZNF441	325
ZNF491	47
ZNF440	366
ZNF439	108
ZNF69	165
ZNF700	515
ZNF763	89
ZNF433-AS1	64
ZNF433	128
ZNF878	6
ZNF844	408
ZNF788P	54
105372275	10
ZNF625-ZNF20	92
ZNF20	79
ZNF625	31
ZNF136	304
LOC100289333	3
107984139	6
ZNF44	602
ZNF563	74
ZNF442	73
ZNF799	118
ZNF443	132
ZNF709	65
ZNF564	423
LOC105372278	5
ZNF490	176
ZNF791	619
LOC105372279	35
MAN2B1	3443
WDR83	601
WDR83OS	675
DHPS	929
GNG14	1
FBXW9	204
TNPO2	1212
TRIR	1354
GET3	1209
BEST2	0
HOOK2	963
JUNB	2397
PRDX2	2002
RNASEH2A	421
RTBDN	4
LOC105372281	1
MAST1	68
DNASE2	1727
KLF1	2
GCDH	497
SYCE2	27
FARSA	1196
FARSA-AS1	140
CALR	42759
MIR6515	30
RAD23A	1921
GADD45GIP1	690
DAND5	17
NFIX	1451
LOC107985286	0
LYL1	300
LOC105372282	53
TRMT1	484
NACC1	2861
STX10	1048
IER2	1627
CACNA1A	16
YJU2B	451
MRI1	682
C19orf53	1071
ZSWIM4	590
LOC107985334	31
MIR23AHG	257
MIR24-2	1
MIR27A	0
MIR23A	0
NANOS3	3
BRME1	65
CC2D1A	1513
PODNL1	437
DCAF15	585
RFX1	594
107985309	6
RLN3	105
IL27RA	1183
PALM3	308
MISP3	218
MIR1199	3
C19orf67	3
SAMD1	518
PRKACA	1849
ASF1B	454
ADGRL1-AS1	58
ADGRL1	726
LINC01841	1
LINC01842	10
ADGRE5	2128
DDX39A	1176
PKN1	1971
PTGER1	4
GIPC1	3725
DNAJB1	3781
TECR	1225
MIR639	60
112268253	2
NDUFB7	1204
CLEC17A	1
ADGRE3	31
SNORA104	511
ZNF333	303
ADGRE2	487
OR7C1	3
OR7A5	0
CASP14	0
SYDE1	221
ILVBL	1227
NOTCH3	2790
EPHX3	144
BRD4	2004
AKAP8	796
AKAP8L	633
WIZ	804
RASAL3	248
PGLYRP2	0
CYP4F22	5
CYP4F3	8
CYP4F12	25
CYP4F24P	11
OR10H1	0
LINC01764	0
UCA1	3
CLEC4OP	5
105369202	11
CYP4F2	0
CYP4F11	0
TPM4	12933
RAB8A	1734
HSH2D	561
CIB3	1
FAM32A	1484
AP1M1	886
KLF2	251
EPS15L1	905
CALR3	0
C19orf44	362
CHERP	823
SLC35E1	2047
LOC105372295	19
MED26	321
LOC105372296	15
SMIM7	1171
TMEM38A	106
NWD1	112
SIN3B	1115
F2RL3	190
CPAMD8	1524
HAUS8	170
MYO9B	2795
USE1	325
OCEL1	205
NR2F6	539
USHBP1	86
BABAM1	1427
ANKLE1	11
ABHD8	209
MRPL34	410
DDA1	818
ANO8	583
GTPBP3	255
PLVAP	1576
CCDC194	20
BST2	8906
BISPR	250
MVB12A	608
TMEM221	11
SLC27A1	529
PGLS-DT	104
PGLS	716
NIBAN3	26
COLGALT1	2673
UNC13A	9
MAP1S	1034
FCHO1	279
B3GNT3	604
INSL3	4
JAK3	450
RPL18A	6107
SNORA68	7
SLC5A5	1
CCDC124	828
KCNN1	3
ARRDC2	1150
IL12RB1	155
MAST3	293
PIK3R2	917
IFI30	13917
MPV17L2	177
RAB3A	95
LOC102725254	2
PDE4C	75
LOC729966	69
IQCN	36
JUND	668
LSM4	1428
LOC105372300	12
PGPEP1	511
GDF15	731
MIR3189	20
LRRC25	586
SSBP4	576
ISYNA1	657
ELL	478
FKBP8	4218
KXD1	1237
UBA52	4916
REX1BD	172
CRLF1	38
TMEM59L	43
KLHL26	324
CRTC1	342
COMP	174
UPF1	2605
CERS1	3
GDF1	2
COPE	2116
DDX49	755
HOMER3	668
HOMER3-AS1	11
107985268	1
SUGP2	1491
ARMC6	515
SLC25A42	390
TMEM161A	384
BORCS8-MEF2B	149
MEF2B	21
BORCS8	217
RFXANK	673
NR2C2AP	347
NCAN	1
HAPLN4	5
TM6SF2	4
SUGP1	495
MAU2	1129
GATAD2A	1561
TSSK6	48
NDUFA13	1064
YJEFN3	28
CILP2	69
PBX4	38
LPAR2	300
GMIP	720
ATP13A1	1463
ZNF101	237
ZNF14	180
LOC101060187	4
LINC00663	50
112267872	96
ZNF56P	6
ZNF506	590
ZNF253	432
ZNF93	129
ZNF682	318
LOC105372308	30
LOC105372309	0
ZNF90	429
LOC105372310	275
ZNF486	419
105372311	0
LOC102724427	31
LOC105372314	64
ZNF826P	71
MIR1270	1
LOC105372317	15
LOC105372316	3
ZNF737	1237
LOC105372318	4
ZNF626	737
LOC105372319	9
ZNF66	157
ZNF85	271
ZNF430	326
ZNF714	795
ZNF431	1292
ZNF708	457
ZNF738	491
ZNF493	706
LOC105372321	51
LINC00664	8
ZNF429	598
LOC101929007	80
LOC105372323	6
LOC400682	7
ZNF100	619
CCNYL6	3
ZNF43	762
LOC105372326	0
ZNF208	44
ZNF257	38
ZNF676	5
ZNF729	0
ZNF98	0
LOC105376917	0
LINC01785	0
ZNF492	3
ZNF99	2
ZNF728	5
ZNF730	44
ZNF724	55
IPO5P1	154
ZNF91	1037
LOC107985285	1
LINC01224	13
LOC105372337	0
LOC105372338	0
ZNF675	281
ZNF681	313
RPSAP58	1795
ZNF726	84
LOC100505851	16
ZNF254	1581
HAVCR1P1	10
LOC105372345	9
LINC00662	73
LOC101927151	61
LOC100420587	0
LOC105372349	0
LOC102724908	0
107985336	0
UQCRFS1	1004
UQCRFS1-DT	1
VSTM2B	1
POP4	852
LOC105372353	4
PLEKHF1	232
C19orf12	470
CCNE1	134
URI1	1568
ZNF536	6
LOC105372358	0
TSHZ3	162
TSHZ3-AS1	1
LOC105372362	0
LINC01837	2
ZNF507	831
DPY19L3-DT	13
DPY19L3	1281
PDCD5	578
ANKRD27	896
SNORA68B	1
RGS9BP	8
NUDT19	422
TDRD12	3
SLC7A9	8
CEP89	295
FAAP24	67
RHPN2	346
GPATCH1	312
WDR88	72
LRP3	362
SLC7A10	31
CEBPA	271
CEBPA-DT	36
CEBPG	798
PEPD	1008
CHST8	0
KCTD15	294
LSM14A	2885
GARRE1	657
GPI	5133
PDCD2L	184
UBA2	2672
WTIP	145
ZNF807P	3
SCGB1B2P	45
SCGB2B2	12
ZNF302	1024
ZNF181	356
ZNF599	74
LINC01801	5
ZNF30	90
ZNF792	142
GRAMD1A	2081
SCN1B	143
HPN	408
HPN-AS1	64
FXYD3	804
MIR6887	5
LGI4	42
FXYD1	33
FXYD7	1
FXYD5	1549
FAM187B	1
LSR	2286
LOC105372380	12
USF2	1822
HAMP	25
MAG	20
CD22	196
MIR5196	11
FFAR3	0
GPR42	0
LOC101927522	0
FFAR2	79
KRTDAP	0
DMKN	289
SBSN	0
GAPDHS	79
TMEM147-AS1	268
TMEM147	827
ATP4A	0
HAUS5	441
RBM42	1302
ETV2	7
COX6B1	1159
UPK1A	3
ZBTB32	10
KMT2B	1231
IGFLR1	407
U2AF1L4	135
PSENEN	731
LIN37	101
HSPB6	124
PROSER3	260
ARHGAP33	187
LINC01529	4
NPHS1	2
KIRREL2	3
LOC107985317	1
APLP1	128
NFKBID	94
HCST	217
TYROBP	3636
LRFN3	169
LOC105372383	2
SDHAF1	129
SYNE4	241
ALKBH6	171
LOC101927572	24
CLIP3	136
THAP8	206
WDR62	202
OVOL3	2
POLR2I	189
TBCB	1040
LOC105372385	3
CAPNS1	5460
COX7A1	38
ZNF565	88
ZNF146	2807
LOC107985304	623
LOC100134317	0
LINC00665	29
ZFP14	256
ZFP82	118
LOC644189	4
ZNF566	224
ZNF566-AS1	29
ZNF260	947
ZNF529	345
ZNF529-AS1	59
ZNF382	79
ZNF461	183
ZNF567	253
LINC01534	19
ZNF850	20
LOC728485	3
ZNF790-AS1	63
ZNF790	189
ZNF345	138
ZNF829	41
ZNF568	103
ZNF420	273
ZNF585A	305
ZNF585B	468
ZNF383	206
LINC01535	4
LOC284412	0
ZNF875	565
ZNF527	149
ZNF569	183
ZNF570	189
ZNF793-AS1	11
ZNF793	150
ZNF571-AS1	40
ZNF540	65
ZNF571	115
ZFP30	320
ZNF781	20
ZNF607	54
ZNF573	61
LOC644554	10
WDR87BP	3
LOC105372395	0
WDR87	2
SIPA1L3	2153
DPF1	1
PPP1R14A	170
SPINT2	8135
YIF1B	869
C19orf33	117
KCNK6	429
CATSPERG	104
PSMD8	2202
GGN	7
SPRED3	16
FAM98C	212
RASGRP4	119
RYR1	222
MAP4K1	117
MAP4K1-AS1	28
EIF3K	2156
ACTN4	9377
LOC107985291	6
CAPN12	946
LGALS7	3
LGALS7B	4
LGALS4	7
ECH1	2404
HNRNPL	5022
RINL	205
SIRT2	777
NFKBIB	567
CCER2	94
SARS2	192
MRPS12	529
FBXO17	75
FBXO27	95
ACP7	2
PAK4	1184
NCCRP1	87
IFNL1	1
LRFN1	42
GMFG	511
SAMD4B	2255
PAF1	1158
MED29	1704
ZFP36	6445
MIR4530	0
TRI-TAT1-1	2
PLEKHG2	787
RPS16	7884
SUPT5H	2818
SNORD175	9
TIMM50	857
DLL3	12
EID2B	42
EID2	141
LOC100129935	0
LGALS17A	5
CLC	16
DYRK1B	370
FBL	1258
FCGBP	2650
107987267	3
PSMC4	1919
ZNF546	102
ZNF780B	441
ZNF780A	639
MAP3K10	169
TTC9B	1
CCNP	53
AKT2	1799
LOC107985289	2
C19orf47	255
PLD3	7950
MIR6796	4
HIPK4	3
PRX	326
SERTAD1	465
SERTAD3	803
SERTAD3-AS1	99
BLVRB	1582
SPTBN4	34
SHKBP1	1782
LTBP4	1589
NUMBL	194
COQ8B	525
ITPKC	1079
C19orf54	593
SNRPA	871
MIA	1
MIA-RAB4B	184
RAB4B-EGLN2	912
RAB4B	184
EGLN2	741
CYP2T1P	77
CYP2A6	50
CYP2A7	19
CYP2G1P	80
107985299	29
CYP2B7P	10502
CYP2B6	31
CYP2A13	2
CYP2F1	28
CYP2S1	552
AXL	1627
HNRNPUL1	5647
LOC105372401	436
CCDC97	1158
TGFB1	1813
B9D2	87
TMEM91	146
EXOSC5	304
BCKDHA	995
B3GNT8	653
DMAC2	746
ERICH4	1
PCAT19	153
LINC01480	29
CEACAM21	107
LOC105372404	0
CEACAM4	36
CEACAM7	17
CEACAM5	56303
CEACAM6	128629
LOC112268252	16512
CEACAM3	524
LYPD4	0
DMRTC2	0
RPS19	6017
MIR6797	4
CD79A	125
ARHGEF1	2292
ERFL	32
100505585	6
RABAC1	1451
ATP1A3	54
GRIK5	29
ZNF574	364
POU2F2	97
POU2F2-AS1	1
DEDD2	545
ZNF526	265
GSK3A	1291
ERF	611
CIC	1553
PAFAH1B3	338
PRR19	172
TMEM145	10
MEGF8	772
CNFN	30
LOC101930071	9
LIPE-AS1	8
LIPE	127
CXCL17	11770
CEACAM1	2905
LOC105372407	2
CEACAM8	6
PSG4	0
CD177	48
TEX101	2
LYPD3	79
PHLDB3	186
ETHE1	247
ZNF575	25
XRCC1	622
PINLYP	27
IRGQ	458
ZNF576	202
ZNF428	207
SRRM5	148
LOC105372411	40
CADM4	170
PLAUR	2184
LOC105372412	7
SMG9	725
KCNN4	807
LYPD5	158
ZNF283	316
ZNF404	24
LOC100505715	14
ZNF45	330
ZNF221	50
ZNF155	191
ZNF230-DT	101
ZNF230	115
ZNF222	93
ZNF223	297
ZNF284	86
ZNF224	549
LOC100379224	262
ZNF225	181
ZNF234	262
ZNF226	440
ZNF227	339
ZNF233	16
ZNF235	89
ZNF112	146
ZNF285	88
ZNF229	196
ZNF180	225
CEACAM20	0
CEACAM22P	1
IGSF23	0
CEACAM16-AS1	19
PVR	1077
CEACAM19	165
LOC107985306	6
CEACAM16	0
BCL3	790
MIR8085	3
CBLC	146
BCAM	8890
NECTIN2	2440
TOMM40	859
APOE	13194
APOC1	2389
APOC1P1	5
APOC4	4
APOC4-APOC2	133
APOC2	130
CLPTM1	2535
RELB	416
CLASRP	449
ZNF296	34
GEMIN7	153
GEMIN7-AS1	96
PPP1R37	922
NKPD1	0
TRAPPC6A	366
BLOC1S3	261
EXOC3L2	35
MARK4	536
CKM	6
KLC3	120
ERCC2	476
PPP1R13L	517
POLR1G	308
ERCC1	1013
FOSB	596
RTN2	296
PPM1N	25
LOC107985314	4
VASP	2304
LOC107985315	3
OPA3	451
GPR4	107
EML2	827
EML2-AS1	19
GIPR	197
SNRPD2	1225
QPCTL	272
FBXO46	384
SIX5	392
DM1-AS	96
DMPK	458
DMWD	380
SYMPK	1555
FOXA3	13
IRF2BP1	265
MYPOP	133
NOVA2	60
CCDC61	125
PGLYRP1	4
LOC105372421	4
IGFL4	5
IGFL2	16
IGFL3	1
105376901	0
LOC105372424	2
IGFL2-AS1	6
LOC93429	1
IGFL1	6
HIF3A	273
PPP5C	1175
LOC105372426	101
CCDC8	89
PNMA8A	332
PPP5D1	14
PNMA8B	80
CALM3	3162
PTGIR	839
GNG8	3
DACT3	103
DACT3-AS1	2
PRKD2	963
MIR320E	4
LOC107987269	48
STRN4	1626
FKRP	271
SLC1A5	4497
AP2S1	1261
ARHGAP35	2645
NPAS1	21
TMEM160	13
ZC3H4	918
SAE1	2189
BBC3	159
MIR3190	1
MIR3191	1
CCDC9	388
INAFM1	37
105372427	11
C5AR1	1392
C5AR2	269
DHX34	634
MEIS3	60
SLC8A2	42
KPTN	173
NAPA-AS1	268
NAPA	1901
ZNF541	15
BICRA	329
EHD2	5780
NOP53	3356
SNORD23	7
NOP53-AS1	5
SELENOW	4431
CABP5	13
PLA2G4C	93
PLA2G4C-AS1	17
LIG1	532
LOC107985293	0
ZSWIM9	113
CARD8	970
CARD8-AS1	180
ZNF114-AS1	3
ZNF114	50
ODAD1	116
EMP3	720
TMEM143	127
SYNGR4	17
KDELR1	4306
107984140	17
GRIN2D	59
GRWD1	738
KCNJ14	14
CYTH2	1382
LMTK3	154
SULT2B1	250
FAM83E	1266
SPACA4	40
RPL18	6320
SPHK2	403
DBP	223
CA11	507
SEC1P	60
NTN5	2
LOC105372431	1
FUT2	447
LOC105447645	145
MAMSTR	21
RASIP1	134
IZUMO1	1
FUT1	69
BCAT2	930
LOC105372432	121
HSD17B14	382
PLEKHA4	327
PPP1R15A	1462
TULP2	2
NUCB1	7051
NUCB1-AS1	1312
DHDH	73
BAX	668
FTL	77657
GYS1	1429
RUVBL2	1493
LHB	8
LOC101059948	1
CGB3	1
CGB5	0
CGB8	0
CGB7	10
NTF4	108
KCNA7	2
SNRNP70	2748
LIN7B	53
C19orf73	22
PPFIA3	143
HRC	23
TRPM4	1210
SLC6A16	44
CD37	1058
TEAD2	984
DKKL1	25
LOC101928295	148
KASH5	9
GFY	0
SLC17A7	20
PIH1D1	679
ALDH16A1	592
FLT3LG	110
RPL13A	26501
SNORD32A	23
SNORD33	8
SNORD34	12
SNORD35A	13
RPS11	10207
SNORD35B	22
FCGRT	4688
RCN3	251
NOSIP	492
PRRG2	217
PRR12	1183
RRAS	741
SCAF1	1584
IRF3	1248
BCL2L12	510
PRMT1	1910
ADM5	26
CPT1C	53
TSKS	0
LOC105372434	0
AP2A1	1673
FUZ	262
LOC105372435	48
MED25	939
MIR6800	45
PTOV1-AS1	147
PTOV1	996
MIR4749	3
PTOV1-AS2	588
PNKP	511
AKT1S1	622
TBC1D17	590
MIR4750	6
IL4I1	578
NUP62	1800
ATF5	888
MIR4751	102
SIGLEC11	75
SIGLEC16	95
VRK3	764
ZNF473	235
LOC400710	3
IZUMO2	2
MYH14	2511
KCNC3	749
LOC105372437	16
NAPSB	339
NAPSA	77169
NR1H2	1888
POLD1	666
SPIB	25
MYBPC2	19
FAM71E1	211
EMC10	3208
JOSD2	379
ASPDH	9
LRRC4B	43
SYT3	12
C19orf81	0
SHANK1	8
CLEC11A	123
ACP4	4
C19orf48	535
SNORD88B	13
SNORD88C	4
LINC01869	0
KLK1	4
KLK4	3
KLK5	6
KLK6	0
LOC105372442	0
KLK7	0
KLK8	0
KLK9	0
KLK10	102
KLK11	107
KLK12	13
KLK13	36
KLK14	20
CTU1	19
SIGLEC9	410
SIGLEC7	228
LOC101928517	49
SIGLEC17P	62
CD33	268
IGLON5	10
VSIG10L	114
ETFB	1006
CLDND2	17
NKG7	116
LIM2	0
LOC105372446	4
C19orf84	5
SIGLEC10	208
SIGLEC10-AS1	47
SIGLEC8	49
SIGLEC12	148
SIGLEC6	112
ZNF175	272
LINC01530	12
SIGLEC5	178
SIGLEC14	272
SPACA6P-AS	8
SPACA6	91
HAS1	4
FPR1	831
FPR2	149
FPR3	2696
ZNF577	167
ZNF649-AS1	14
ZNF649	127
ZNF613	124
ZNF350-AS1	5
ZNF350	279
ZNF615	306
ZNF614	337
LOC112268244	18
ZNF432	258
ZNF841	593
ZNF616	455
ZNF836	135
PPP2R1A	4111
LOC105372449	0
ZNF766	603
ZNF480	663
ZNF610	44
ZNF880	87
ZNF528-AS1	46
ZNF528	314
ZNF534	19
ZNF578	11
ZNF808	269
ZNF701	249
ZNF137P	50
ZNF83	332
ZNF611	342
105372451	4
ZNF600	288
ZNF28	855
ZNF468	950
ZNF320	481
ZNF888	396
ZNF816-ZNF321P	79
ZNF321P	55
ZNF816	241
ZNF702P	128
LOC105372453	2
ERVV-1	0
ZNF160	997
ZNF415	56
ZNF347	298
ZNF665	41
ZNF818P	319
ZNF677	30
ZNF845	311
LOC107987264	65
ZNF525	355
ZNF765	246
ZNF765-ZNF761	286
TPM3P9	297
ZNF761	271
ZNF813	134
ZNF331	513
LOC284379	0
DPRX	1
NLRP12	19
MYADM-AS1	2
MYADM	2219
PRKCG	1
CACNG7	0
CACNG8	3
CACNG6	25
VSTM1	46
OSCAR	391
NDUFA3	204
TFPT	329
PRPF31	1022
CNOT3	1027
LOC102724273	15
LENG1	234
TMC4	2299
112268246	162
MBOAT7	1144
TSEN34	825
RPS9	7824
LILRB3	314
LOC107985279	2
LILRA6	244
LILRB5	231
LILRB2	453
LILRA5	115
LILRA4	32
LAIR1	1754
TTYH1	18
LENG8-AS1	31
LENG8	4279
LENG9	285
CDC42EP5	51
LAIR2	22
KIR3DX1	2
LILRA2	70
LILRA1	91
LILRB1	383
