0	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000025911	1	9538028	9568051	+	protein_coding	Adhfe1
ENSMUSG00000021868	14	26513639	26519954	+	protein_coding	Ppif
ENSMUSG00000037890	5	65590934	65651654	+	protein_coding	Wdr19
ENSMUSG00000027613	2	155645567	155652661	-	protein_coding	Eif6
ENSMUSG00000039234	3	122970413	123068553	+	protein_coding	Sec24d
ENSMUSG00000049608	1	87836111	87857630	-	protein_coding	Gpr55
ENSMUSG00000043931	6	48668619	48674635	+	protein_coding	Gimap7
ENSMUSG00000087350	10	7325881	7326611	-	pseudogene	Gm16254
ENSMUSG00000026750	2	38443555	38499607	-	protein_coding	Psmb7
ENSMUSG00000025894	9	4294792	4309494	-	protein_coding	Aasdhppt
ENSMUSG00000006576	1	75542840	75558747	+	protein_coding	Slc4a3
ENSMUSG00000079071	2	122310676	122353776	+	protein_coding	Gm14085
ENSMUSG00000031732	8	112392441	112468571	+	protein_coding	Phlpp2
ENSMUSG00000067341	17	34462609	34477174	+	protein_coding	H2-Eb2
ENSMUSG00000079104	12	58331398	58340869	+	protein_coding	Prps1l3
ENSMUSG00000039530	8	40068898	40250466	+	protein_coding	Tusc3
ENSMUSG00000015222	1	66221846	66489157	+	protein_coding	Mtap2
ENSMUSG00000019699	1	178950203	179188334	-	protein_coding	Akt3
ENSMUSG00000028980	4	149353583	149383132	-	protein_coding	H6pd
ENSMUSG00000021037	12	88607695	88614947	+	protein_coding	Ahsa1
ENSMUSG00000069744	11	97564712	97574814	+	protein_coding	Psmb3
ENSMUSG00000022972	16	90926053	90935172	-	protein_coding	1110004E09Rik
ENSMUSG00000042414	1	13103537	13117244	-	protein_coding	Prdm14
ENSMUSG00000075598	5	138478451	138491863	+	protein_coding	Smok3b
ENSMUSG00000085547	2	90198334	90223320	-	pseudogene	Gm13767
ENSMUSG00000103766	NA	NA	NA	NA	NA	NA
ENSMUSG00000024387	17	35253140	35258998	-	protein_coding	Csnk2b
ENSMUSG00000101135	NA	NA	NA	NA	NA	NA
ENSMUSG00000029149	5	31554063	31555575	+	protein_coding	Krtcap3
ENSMUSG00000016624	15	84615805	84686559	-	protein_coding	Phf21b
ENSMUSG00000042655	13	105635362	105653973	-	protein_coding	Fam159b
ENSMUSG00000022299	15	38925736	38944262	-	protein_coding	Slc25a32
ENSMUSG00000024130	17	24488894	24547146	+	protein_coding	Abca3
ENSMUSG00000022292	15	37853706	37891073	-	protein_coding	Rrm2b
ENSMUSG00000002908	8	73365947	73380907	-	protein_coding	Kcnn1
ENSMUSG00000053559	15	100451772	100467296	-	protein_coding	Smagp
ENSMUSG00000043153	12	37108105	37416031	+	protein_coding	Ispd
ENSMUSG00000021987	14	60884064	60921207	+	protein_coding	Mtmr6
ENSMUSG00000032050	9	51855254	51896842	+	protein_coding	Rdx
ENSMUSG00000029416	5	128076033	128113267	-	protein_coding	Slc15a4
ENSMUSG00000025154	19	41841080	41876574	-	protein_coding	Arhgap19
ENSMUSG00000090223	16	96689212	96747400	+	protein_coding	Pcp4
ENSMUSG00000030214	6	136560590	136610449	-	protein_coding	Plbd1
ENSMUSG00000034795	14	77436578	77512064	+	protein_coding	Ccdc122
ENSMUSG00000020717	11	106515530	106611942	-	protein_coding	Pecam1
ENSMUSG00000031021	7	116879347	116896389	-	protein_coding	Tmem9b
ENSMUSG00000000263	11	55327739	55421700	-	protein_coding	Glra1
ENSMUSG00000022340	15	44503404	44619609	-	protein_coding	Sybu
ENSMUSG00000035262	10	80267992	80270393	+	protein_coding	Amh
ENSMUSG00000027018	2	71227014	71279679	+	protein_coding	Hat1
ENSMUSG00000071072	10	127496009	127514328	+	protein_coding	Ptges3
ENSMUSG00000047511	11	48926278	48928376	-	protein_coding	Olfr1396
ENSMUSG00000054893	7	6238180	6259485	+	protein_coding	Zfp667
ENSMUSG00000003380	7	25754768	25757747	-	protein_coding	Rabac1
ENSMUSG00000031618	8	79423340	79768911	+	protein_coding	Nr3c2
ENSMUSG00000046854	2	32430316	32439302	+	protein_coding	Pip5kl1
ENSMUSG00000078941	13	101421297	101436368	+	protein_coding	Taf9
ENSMUSG00000025085	19	57107222	57389409	-	protein_coding	Ablim1
ENSMUSG00000017561	11	79859994	79894470	-	protein_coding	Crlf3
ENSMUSG00000021190	12	103632293	103678023	-	protein_coding	Lgmn
ENSMUSG00000056457	13	12883088	12892345	-	protein_coding	Prl2c3
ENSMUSG00000082633	6	148952436	148952848	+	pseudogene	Gm15779
ENSMUSG00000071862	18	35368664	35374678	-	protein_coding	Lrrtm2
ENSMUSG00000103293	NA	NA	NA	NA	NA	NA
ENSMUSG00000085603	13	24689481	24696794	-	processed_transcript	Gm11346
ENSMUSG00000063410	14	121685564	121778556	-	protein_coding	Stk24
ENSMUSG00000045350	15	99748778	99797378	-	protein_coding	1700030F18Rik
ENSMUSG00000049133	3	93004131	93024715	+	protein_coding	Flg2
ENSMUSG00000022193	14	55232643	55236851	-	protein_coding	Psmb5
ENSMUSG00000034117	19	11011649	11017001	+	protein_coding	Gpr44
ENSMUSG00000014077	2	119373432	119412763	+	protein_coding	1500003O03Rik
ENSMUSG00000096736	NA	NA	NA	NA	NA	NA
ENSMUSG00000006800	2	165898588	165981163	-	protein_coding	Sulf2
ENSMUSG00000072437	19	60831889	60835816	+	protein_coding	Nanos1
ENSMUSG00000032563	9	104955568	104979796	+	protein_coding	Mrpl3
ENSMUSG00000082912	X	76031085	76032194	+	pseudogene	Gm8770
ENSMUSG00000112148	NA	NA	NA	NA	NA	NA
ENSMUSG00000071252	13	77274796	77752940	+	protein_coding	2210408I21Rik
ENSMUSG00000003573	8	72806725	72818260	+	protein_coding	Homer3
ENSMUSG00000034714	11	114536744	114582291	+	protein_coding	Ttyh2
ENSMUSG00000024841	19	5366812	5371511	+	protein_coding	Eif1ad
ENSMUSG00000054263	15	7079558	7147489	+	protein_coding	Lifr
ENSMUSG00000025500	7	148395941	148399981	-	protein_coding	1600016N20Rik
ENSMUSG00000026923	2	26313422	26372183	-	protein_coding	Notch1
ENSMUSG00000054662	7	148287117	148303705	-	protein_coding	Ano9
ENSMUSG00000081640	3	93082062	93082995	+	pseudogene	Rplp0-ps1
ENSMUSG00000074497	8	3353414	3390295	+	protein_coding	A430078G23Rik
ENSMUSG00000078779	7	28627873	28641995	+	protein_coding	Zfp59
ENSMUSG00000061833	13	76091799	76092464	+	pseudogene	Gm6311
ENSMUSG00000061981	11	77851432	77873936	+	protein_coding	Flot2
ENSMUSG00000003444	7	29171164	29177727	-	protein_coding	Med29
ENSMUSG00000062937	4	88783025	88826985	+	protein_coding	Mtap
ENSMUSG00000034437	3	116264002	116264344	-	pseudogene	Gm9761
ENSMUSG00000022952	16	92601711	92826311	-	protein_coding	Runx1
ENSMUSG00000028156	3	138189154	138220563	+	protein_coding	Eif4e
ENSMUSG00000095547	NA	NA	NA	NA	NA	NA
ENSMUSG00000004655	6	55286425	55298549	+	protein_coding	Aqp1
ENSMUSG00000030220	6	136872043	136890420	-	protein_coding	Arhgdib
ENSMUSG00000084836	19	12642724	12643316	-	pseudogene	Gm16274
ENSMUSG00000083287	2	53553405	53555881	-	pseudogene	Gm13502
ENSMUSG00000020376	11	49838847	49918260	+	protein_coding	Rnf130
ENSMUSG00000108823	NA	NA	NA	NA	NA	NA
ENSMUSG00000026712	2	14151040	14253684	+	protein_coding	Mrc1
ENSMUSG00000095280	NA	NA	NA	NA	NA	NA
ENSMUSG00000108518	NA	NA	NA	NA	NA	NA
ENSMUSG00000083670	X	8904874	8905234	-	pseudogene	Gm6829
ENSMUSG00000032454	9	98390955	98410190	+	protein_coding	Rbp2
ENSMUSG00000011154	7	90922610	90943390	-	protein_coding	1700026D08Rik
ENSMUSG00000038080	13	47138867	47179982	+	protein_coding	Kdm1b
ENSMUSG00000047911	14	71047108	71052891	-	protein_coding	Npm2
ENSMUSG00000055044	19	40296730	40346106	-	protein_coding	Pdlim1
ENSMUSG00000048915	17	62953532	63230666	-	protein_coding	Efna5
ENSMUSG00000050075	3	58900369	58905743	-	protein_coding	Gpr171
ENSMUSG00000025265	X	147480692	147524064	+	protein_coding	Fgd1
ENSMUSG00000089661	7	27953448	27966176	-	protein_coding	Mia1
ENSMUSG00000003033	8	74763916	74781284	+	protein_coding	Ap1m1
ENSMUSG00000062210	18	50139080	50266827	+	protein_coding	Tnfaip8
ENSMUSG00000014686	7	20437445	20446648	-	protein_coding	Ceacam16
ENSMUSG00000031264	X	131076874	131118109	-	protein_coding	Btk
ENSMUSG00000020785	11	72832509	72855575	+	protein_coding	Camkk1
ENSMUSG00000033368	2	121986435	122004763	+	protein_coding	Trim69
ENSMUSG00000028251	4	21684528	21694359	-	protein_coding	2610029I01Rik
ENSMUSG00000098923	NA	NA	NA	NA	NA	NA
ENSMUSG00000029326	5	100469012	100497781	+	protein_coding	Enoph1
ENSMUSG00000037278	11	78355318	78364279	-	protein_coding	Tmem97
ENSMUSG00000008398	10	92710158	92773880	-	protein_coding	Elk3
ENSMUSG00000034041	8	87225355	87228614	+	protein_coding	Lyl1
ENSMUSG00000035891	15	85969557	86016571	-	protein_coding	Cerk
ENSMUSG00000022445	15	82620536	82624675	-	protein_coding	Cyp2d26
ENSMUSG00000024997	19	60939953	60950459	-	protein_coding	Prdx3
ENSMUSG00000049832	17	36072525	36072895	-	pseudogene	Gm9840
ENSMUSG00000105277	NA	NA	NA	NA	NA	NA
ENSMUSG00000004268	6	124654398	124662196	-	protein_coding	Emg1
ENSMUSG00000018238	11	53244524	53251406	+	protein_coding	Gdf9
ENSMUSG00000078365	4	3797803	3799252	-	protein_coding	Mos
ENSMUSG00000025867	13	54472712	54485278	+	protein_coding	Cplx2
ENSMUSG00000024887	19	32059143	32135959	-	protein_coding	Asah2
ENSMUSG00000002602	7	26542291	26573724	-	protein_coding	Axl
ENSMUSG00000040078	6	85793973	85794456	+	pseudogene	Gm9769
ENSMUSG00000073902	7	113744756	113747549	-	protein_coding	Gm1966
ENSMUSG00000035199	6	97160682	97183309	+	protein_coding	Arl6ip5
ENSMUSG00000041351	4	137220640	137285782	+	protein_coding	Rap1gap
ENSMUSG00000074252	8	73455303	73456936	+	protein_coding	Gm10654
ENSMUSG00000059743	3	88897513	88905881	-	protein_coding	Fdps
ENSMUSG00000089838	1	172855439	172855775	-	pseudogene	Gm2962
ENSMUSG00000038412	9	121757677	121767118	-	protein_coding	Higd1a
ENSMUSG00000081284	2	79200021	79200552	+	pseudogene	Gm13673
ENSMUSG00000086962	11	57877329	57886439	-	pseudogene	Gm12248
ENSMUSG00000053604	6	70715713	70742226	-	protein_coding	Rpia
ENSMUSG00000031657	8	90661753	90695926	+	protein_coding	Heatr3
ENSMUSG00000106453	NA	NA	NA	NA	NA	NA
ENSMUSG00000021476	13	64263173	64287844	+	protein_coding	Habp4
ENSMUSG00000030884	7	127778689	127802992	+	protein_coding	Uqcrc2
ENSMUSG00000082792	11	47354933	47355808	+	pseudogene	Gm12176
ENSMUSG00000028173	3	159502700	159598797	+	protein_coding	Wls
ENSMUSG00000047821	11	62633732	62690964	+	protein_coding	Trim16
ENSMUSG00000081191	13	21472559	21472999	-	pseudogene	Gm11271
ENSMUSG00000059182	6	51809164	51962548	-	protein_coding	Skap2
ENSMUSG00000022051	14	67604075	67627714	-	protein_coding	Bnip3l
ENSMUSG00000015354	9	95538019	95598515	+	protein_coding	Pcolce2
ENSMUSG00000016319	X	34335645	34338802	+	protein_coding	Slc25a5
ENSMUSG00000061897	2	178912129	178912585	+	pseudogene	Gm14292
ENSMUSG00000095891	NA	NA	NA	NA	NA	NA
ENSMUSG00000072812	12	114010404	114040868	-	protein_coding	Ahnak2
ENSMUSG00000031951	8	114435917	114457691	-	protein_coding	Tmem231
ENSMUSG00000040433	9	96583181	96653250	-	protein_coding	Zbtb38
ENSMUSG00000075297	10	21878391	22008655	+	protein_coding	H60b
ENSMUSG00000032459	9	98489151	98502098	-	protein_coding	Mrps22
ENSMUSG00000083107	6	28311913	28313165	-	pseudogene	Gm5303
ENSMUSG00000038801	7	148031463	148032667	+	protein_coding	Scgb1c1
ENSMUSG00000058773	13	21871751	21872494	-	protein_coding	Hist1h1b
ENSMUSG00000028164	3	135148574	135234368	+	protein_coding	Manba
ENSMUSG00000042644	17	27194248	27259168	+	protein_coding	Itpr3
ENSMUSG00000082287	18	39501254	39501618	-	pseudogene	Gm15333
ENSMUSG00000026864	2	34627489	34632051	+	protein_coding	Hspa5
ENSMUSG00000045294	5	28397951	28405201	+	protein_coding	Insig1
ENSMUSG00000026814	2	32502114	32538189	+	protein_coding	Eng
ENSMUSG00000037580	14	47773569	47809088	-	protein_coding	Gch1
ENSMUSG00000022057	14	69181444	69200143	-	protein_coding	Adamdec1
ENSMUSG00000078452	10	22081699	22093945	+	protein_coding	Raet1d
ENSMUSG00000040824	7	19735070	19738084	+	protein_coding	Snrpd2
ENSMUSG00000048852	11	48718157	48805728	-	protein_coding	Gm12185
ENSMUSG00000095186	NA	NA	NA	NA	NA	NA
ENSMUSG00000022723	16	59490600	59555578	-	protein_coding	Crybg3
ENSMUSG00000057098	11	44430818	44821593	+	protein_coding	Ebf1
ENSMUSG00000052776	5	121346264	121357536	-	protein_coding	Oas1a
ENSMUSG00000055015	16	11901455	11930693	+	protein_coding	Gm9961
ENSMUSG00000113373	NA	NA	NA	NA	NA	NA
ENSMUSG00000015932	2	143741055	143769060	+	protein_coding	Dstn
ENSMUSG00000092534	7	134144993	134159998	-	protein_coding	Gm20418
ENSMUSG00000038178	11	75345195	75391077	+	protein_coding	Slc43a2
ENSMUSG00000022551	15	76173952	76176364	+	protein_coding	Cyc1
ENSMUSG00000055884	12	66176592	66233045	+	protein_coding	Fancm
ENSMUSG00000090946	12	33063568	33067808	+	protein_coding	2010109K11Rik
ENSMUSG00000040729	9	8076632	8134294	-	protein_coding	AK129341
ENSMUSG00000061724	13	13324424	13325162	-	pseudogene	Gm2423
ENSMUSG00000022696	16	44240292	44333309	-	protein_coding	Sidt1
ENSMUSG00000061474	13	101505909	101514614	-	protein_coding	Mrps36
ENSMUSG00000048216	6	13784457	13789942	-	protein_coding	Gpr85
ENSMUSG00000020101	10	59809598	59835432	+	protein_coding	4632428N05Rik
ENSMUSG00000098470	NA	NA	NA	NA	NA	NA
ENSMUSG00000024889	19	4622550	4625617	-	protein_coding	Rce1
ENSMUSG00000028545	4	111087610	111132903	+	protein_coding	Bend5
ENSMUSG00000109511	NA	NA	NA	NA	NA	NA
ENSMUSG00000037531	3	32624318	32636069	-	protein_coding	Mrpl47
ENSMUSG00000022377	15	63920102	64214481	-	protein_coding	Asap1
ENSMUSG00000074449	8	19933241	19958788	-	protein_coding	Gm15319
ENSMUSG00000049422	10	75398317	75400470	+	protein_coding	Chchd10
ENSMUSG00000005667	6	83255684	83267600	-	protein_coding	Mthfd2
ENSMUSG00000038332	10	41530379	41628230	+	protein_coding	Sesn1
ENSMUSG00000103105	NA	NA	NA	NA	NA	NA
ENSMUSG00000060985	1	158185425	158233795	-	lincRNA	Tdrd5
ENSMUSG00000037788	6	57677800	57775148	-	protein_coding	Vopp1
ENSMUSG00000060073	12	72075607	72097334	+	protein_coding	Psma3
ENSMUSG00000031452	8	13550732	13562461	-	protein_coding	1700029H14Rik
ENSMUSG00000092300	11	116077316	116081601	+	polymorphic_pseudogene	Cdk3-ps
ENSMUSG00000022453	15	82159961	82169256	-	protein_coding	Naga
ENSMUSG00000043618	5	90561253	90561700	+	pseudogene	Eif5al3-ps
ENSMUSG00000027752	3	54532599	54539315	-	protein_coding	Exosc8
ENSMUSG00000055302	5	37186105	37188011	-	protein_coding	Mrfap1
ENSMUSG00000022300	15	38944419	38978402	+	protein_coding	Dcaf13
ENSMUSG00000042474	1	132762245	132777367	+	protein_coding	Faim3
ENSMUSG00000062480	17	13116698	13133268	-	protein_coding	Acat3
ENSMUSG00000046168	14	62226318	62230753	+	protein_coding	Kcnrg
ENSMUSG00000104217	NA	NA	NA	NA	NA	NA
ENSMUSG00000005034	3	146392542	146475924	-	protein_coding	Prkacb
ENSMUSG00000031149	X	7305564	7308190	+	protein_coding	Praf2
ENSMUSG00000029591	5	114580394	114589332	+	protein_coding	Ung
ENSMUSG00000045868	7	113300048	113358854	-	protein_coding	Gvin1
ENSMUSG00000000394	2	62312586	62321707	-	protein_coding	Gcg
ENSMUSG00000032046	2	150658228	150730477	-	protein_coding	Abhd12
ENSMUSG00000078588	4	117539128	117545162	-	protein_coding	Ccdc24
ENSMUSG00000027208	2	125860393	125916921	+	protein_coding	Fgf7
ENSMUSG00000045996	15	36103771	36106767	+	protein_coding	Polr2k
ENSMUSG00000028059	3	88425027	88451974	+	protein_coding	Arhgef2
ENSMUSG00000090381	14	24889295	24889859	+	protein_coding	Gm6158
ENSMUSG00000109163	NA	NA	NA	NA	NA	NA
ENSMUSG00000032105	9	44055394	44059547	-	protein_coding	Pdzd3
ENSMUSG00000021270	12	111928814	111940938	-	protein_coding	Hsp90aa1
ENSMUSG00000021200	12	104559351	104594211	-	protein_coding	Asb2
ENSMUSG00000031150	X	7308839	7328031	-	protein_coding	Ccdc120
ENSMUSG00000060811	16	19028324	19028747	+	protein_coding	Gm10088
ENSMUSG00000037370	10	24357719	24431965	-	protein_coding	Enpp1
ENSMUSG00000021928	14	61958599	61979282	-	protein_coding	Ebpl
ENSMUSG00000059713	4	134968222	134989768	-	protein_coding	Rcan3
ENSMUSG00000108370	NA	NA	NA	NA	NA	NA
ENSMUSG00000021832	14	45949503	45969367	+	protein_coding	Psmc6
ENSMUSG00000096802	NA	NA	NA	NA	NA	NA
ENSMUSG00000059325	5	77515467	77544186	-	protein_coding	Hopx
ENSMUSG00000038291	8	47118614	47237511	-	protein_coding	Snx25
ENSMUSG00000007458	6	122258737	122267698	+	protein_coding	M6pr
ENSMUSG00000034361	8	97056889	97094429	+	protein_coding	Cpne2
ENSMUSG00000037062	3	144347971	144383287	-	protein_coding	Sh3glb1
ENSMUSG00000033949	18	46324955	46372261	-	protein_coding	Trim36
ENSMUSG00000029512	5	111213506	111239116	-	protein_coding	Ulk1
ENSMUSG00000027111	2	71583672	71696473	+	protein_coding	Itga6
ENSMUSG00000040033	10	127707628	127729905	+	protein_coding	Stat2
ENSMUSG00000082861	13	28928727	28929593	+	pseudogene	Gm11362
ENSMUSG00000082127	2	64312801	64313014	-	pseudogene	Gm13577
ENSMUSG00000029204	5	66254807	66287939	+	protein_coding	Rhoh
ENSMUSG00000046949	13	34056527	34080334	+	protein_coding	Nqo2
ENSMUSG00000027937	3	90035518	90039760	+	protein_coding	Jtb
ENSMUSG00000108872	NA	NA	NA	NA	NA	NA
ENSMUSG00000044172	17	25257704	25262213	+	protein_coding	Ptx4
ENSMUSG00000005949	11	72997097	73012544	-	protein_coding	Ctns
ENSMUSG00000039783	1	177550511	177592247	+	protein_coding	Kmo
ENSMUSG00000021185	12	102017266	102135191	+	protein_coding	9030617O03Rik
ENSMUSG00000044583	X	163742860	163768490	-	protein_coding	Tlr7
ENSMUSG00000031637	8	47084656	47114831	+	protein_coding	Lrp2bp
ENSMUSG00000079025	15	63607525	63640314	-	protein_coding	Gsdmc
ENSMUSG00000074619	3	40704120	40706465	-	protein_coding	1700034I23Rik
ENSMUSG00000006517	8	124957495	124967322	-	protein_coding	Mvd
ENSMUSG00000027305	2	119481181	119488563	-	protein_coding	Ndufaf1
ENSMUSG00000021838	14	47502528	47725492	+	protein_coding	Samd4
ENSMUSG00000022571	15	75746892	75751990	-	protein_coding	Pycrl
ENSMUSG00000052469	17	13547437	13570089	+	protein_coding	Gm9880
ENSMUSG00000108705	NA	NA	NA	NA	NA	NA
ENSMUSG00000006494	2	71711280	71741915	+	protein_coding	Pdk1
ENSMUSG00000051650	11	22734746	22760961	-	protein_coding	B3gnt2
ENSMUSG00000041849	15	5045980	5058539	-	protein_coding	Card6
ENSMUSG00000036983	17	3519262	3557713	-	protein_coding	Tfb1m
ENSMUSG00000000301	11	59784115	59859991	-	protein_coding	Pemt
ENSMUSG00000064215	12	104672420	104678449	+	protein_coding	Ifi27l1
ENSMUSG00000067882	17	23688039	23690455	-	protein_coding	Gm5146
ENSMUSG00000108115	NA	NA	NA	NA	NA	NA
ENSMUSG00000024742	19	10273621	10278659	-	protein_coding	Fen1
ENSMUSG00000021754	13	112536635	112599201	-	protein_coding	Map3k1
ENSMUSG00000091028	9	3000921	3002330	+	protein_coding	Gm10722
ENSMUSG00000039497	10	33871199	33927357	-	protein_coding	Dse
ENSMUSG00000071073	17	46391113	46394265	+	protein_coding	Gm88
ENSMUSG00000028249	4	6292796	6335570	+	protein_coding	Sdcbp
ENSMUSG00000037416	18	49992666	50124739	+	protein_coding	Dmxl1
ENSMUSG00000024513	18	70727842	70785785	+	protein_coding	Mbd2
ENSMUSG00000046449	X	101272772	101396524	-	protein_coding	C77370
ENSMUSG00000082791	6	117947224	117948010	+	pseudogene	Gm4875
ENSMUSG00000038932	2	180356660	180377413	-	protein_coding	Tcfl5
ENSMUSG00000036872	8	89006158	89104585	-	protein_coding	Abcc12
ENSMUSG00000034591	10	82693592	82800627	-	protein_coding	Slc41a2
ENSMUSG00000090553	1	135500447	135506868	-	protein_coding	Snrpe
ENSMUSG00000030315	6	114810645	114920012	-	protein_coding	Vgll4
ENSMUSG00000075023	2	93695517	93709314	-	protein_coding	Accsl
ENSMUSG00000022354	15	58765364	58771044	+	protein_coding	Ndufb9
ENSMUSG00000000248	6	128884398	128970537	+	protein_coding	Clec2g
ENSMUSG00000047415	12	102114891	102146408	-	protein_coding	Gpr68
ENSMUSG00000051319	2	127617123	127618224	-	processed_transcript	1500011K16Rik
ENSMUSG00000027342	2	132074897	132079050	-	protein_coding	Pcna
ENSMUSG00000029571	6	13019758	13039269	+	protein_coding	Tmem106b
ENSMUSG00000100922	NA	NA	NA	NA	NA	NA
ENSMUSG00000052180	13	33971684	33997577	-	protein_coding	Serpinb6c
ENSMUSG00000000037	X	157555124	157696145	+	protein_coding	Scml2
ENSMUSG00000030060	6	87863928	87886623	+	protein_coding	8430410A17Rik
ENSMUSG00000068740	3	108193768	108218470	-	protein_coding	Celsr2
ENSMUSG00000082630	X	104369948	104370833	-	pseudogene	Gm14834
ENSMUSG00000081984	1	90101306	90102323	-	protein_coding	Dnajb3
ENSMUSG00000024516	18	65960202	65977319	+	protein_coding	Sec11c
ENSMUSG00000084838	16	20176797	20177085	-	pseudogene	Gm10241
ENSMUSG00000033788	6	83958583	84161054	+	protein_coding	Dysf
ENSMUSG00000024013	17	29497858	29516605	+	protein_coding	Fgd2
ENSMUSG00000044824	7	109642336	109643287	-	protein_coding	Olfr545
ENSMUSG00000094505	NA	NA	NA	NA	NA	NA
ENSMUSG00000034247	11	103226401	103273978	-	protein_coding	Plekhm1
ENSMUSG00000030298	6	113678060	113690737	-	protein_coding	Sec13
ENSMUSG00000024776	19	34266718	34314823	+	protein_coding	Stambpl1
ENSMUSG00000007817	14	26278670	26486229	+	protein_coding	Zmiz1
ENSMUSG00000031893	8	108351630	108368579	+	protein_coding	Tsnaxip1
ENSMUSG00000022075	14	70184796	70212310	-	protein_coding	Rhobtb2
ENSMUSG00000025877	13	55107345	55122746	-	protein_coding	Hk3
ENSMUSG00000046961	16	37916581	38007613	+	protein_coding	Gpr156
