category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0010951	0.592341596561219	0.57623689570029	6	69	negative regulation of endopeptidase activity	BP	1	1
GO:0070665	0.592341596561219	0.57623689570029	6	69	positive regulation of leukocyte proliferation	BP	1	1
GO:0005524	0.592831538784755	0.471928593811709	44	503	ATP binding	MF	1	1
GO:0042981	0.593720269397686	0.465812925159508	53	605	regulation of apoptotic process	BP	1	1
GO:0006898	0.5941797369878	0.544064749339461	9	104	receptor-mediated endocytosis	BP	1	1
GO:0009914	0.5941797369878	0.544064749339461	9	104	hormone transport	BP	1	1
GO:0032553	0.597695998717431	0.459841099763408	57	651	ribonucleotide binding	MF	1	1
GO:0001944	0.598198863079533	0.485921483035979	25	288	vasculature development	BP	1	1
GO:0010827	0.598243980230165	0.636934023943023	3	34	regulation of glucose transmembrane transport	BP	1	1
GO:0033559	0.598243980230165	0.636934023943023	3	34	unsaturated fatty acid metabolic process	BP	1	1
GO:0033865	0.598243980230165	0.636934023943023	3	34	nucleoside bisphosphate metabolic process	BP	1	1
GO:0033875	0.598243980230165	0.636934023943023	3	34	ribonucleoside bisphosphate metabolic process	BP	1	1
GO:0034032	0.598243980230165	0.636934023943023	3	34	purine nucleoside bisphosphate metabolic process	BP	1	1
GO:0034620	0.598243980230165	0.636934023943023	3	34	cellular response to unfolded protein	BP	1	1
GO:0042306	0.598243980230165	0.636934023943023	3	34	regulation of protein import into nucleus	BP	1	1
GO:0051881	0.598243980230165	0.636934023943023	3	34	regulation of mitochondrial membrane potential	BP	1	1
GO:0051963	0.598243980230165	0.636934023943023	3	34	regulation of synapse assembly	BP	1	1
GO:0055092	0.598243980230165	0.636934023943023	3	34	sterol homeostasis	BP	1	1
GO:0070062	0.598243980230165	0.636934023943023	3	34	extracellular exosome	CC	1	1
GO:0072091	0.598243980230165	0.636934023943023	3	34	regulation of stem cell proliferation	BP	1	1
GO:1902936	0.598243980230165	0.636934023943023	3	34	phosphatidylinositol bisphosphate binding	MF	1	1
GO:2000177	0.598243980230165	0.636934023943023	3	34	regulation of neural precursor cell proliferation	BP	1	1
GO:0015800	0.59882844727563	0.685426546514606	2	22	acidic amino acid transport	BP	1	1
GO:0021885	0.59882844727563	0.685426546514606	2	22	forebrain cell migration	BP	1	1
GO:0030219	0.59882844727563	0.685426546514606	2	22	megakaryocyte differentiation	BP	1	1
GO:0030686	0.59882844727563	0.685426546514606	2	22	90S preribosome	CC	1	1
GO:0030890	0.59882844727563	0.685426546514606	2	22	positive regulation of B cell proliferation	BP	1	1
GO:0031016	0.59882844727563	0.685426546514606	2	22	pancreas development	BP	1	1
GO:0042379	0.59882844727563	0.685426546514606	2	22	chemokine receptor binding	MF	1	1
GO:0042509	0.59882844727563	0.685426546514606	2	22	regulation of tyrosine phosphorylation of STAT protein	BP	1	1
GO:0043966	0.59882844727563	0.685426546514606	2	22	histone H3 acetylation	BP	1	1
GO:0045620	0.59882844727563	0.685426546514606	2	22	negative regulation of lymphocyte differentiation	BP	1	1
GO:0045778	0.59882844727563	0.685426546514606	2	22	positive regulation of ossification	BP	1	1
GO:0045806	0.59882844727563	0.685426546514606	2	22	negative regulation of endocytosis	BP	1	1
GO:0046470	0.59882844727563	0.685426546514606	2	22	phosphatidylcholine metabolic process	BP	1	1
GO:0050994	0.59882844727563	0.685426546514606	2	22	regulation of lipid catabolic process	BP	1	1
GO:0051084	0.59882844727563	0.685426546514606	2	22	'de novo' post-translational protein folding	BP	1	1
GO:0070830	0.59882844727563	0.685426546514606	2	22	bicellular tight junction assembly	BP	1	1
GO:0097300	0.59882844727563	0.685426546514606	2	22	programmed necrotic cell death	BP	1	1
GO:1901985	0.59882844727563	0.685426546514606	2	22	positive regulation of protein acetylation	BP	1	1
GO:1903078	0.59882844727563	0.685426546514606	2	22	positive regulation of protein localization to plasma membrane	BP	1	1
GO:2000648	0.59882844727563	0.685426546514606	2	22	positive regulation of stem cell proliferation	BP	1	1
GO:2001222	0.59882844727563	0.685426546514606	2	22	regulation of neuron migration	BP	1	1
GO:0007162	0.599055601128436	0.532028179056744	10	116	negative regulation of cell adhesion	BP	1	1
GO:0010038	0.599055601128436	0.532028179056744	10	116	response to metal ion	BP	1	1
GO:0030018	0.600283601652987	0.604544710975157	4	46	Z disc	CC	1	1
GO:0031109	0.600283601652987	0.604544710975157	4	46	microtubule polymerization or depolymerization	BP	1	1
GO:0043292	0.601597201711936	0.544479206017423	8	93	contractile fiber	CC	1	1
GO:0000910	0.603302926709249	0.58038308374307	5	58	cytokinesis	BP	1	1
GO:0031406	0.603302926709249	0.58038308374307	5	58	carboxylic acid binding	MF	1	1
GO:0032989	0.604432538485985	0.482848027949283	23	266	cellular component morphogenesis	BP	1	1
GO:0031625	0.605978837796999	0.531677338310314	9	105	ubiquitin protein ligase binding	MF	1	1
GO:0006873	0.606714333662408	0.497166227378109	16	186	cellular ion homeostasis	BP	1	1
GO:0035770	0.606730069047834	0.561135443296012	6	70	ribonucleoprotein granule	CC	1	1
GO:0044093	0.607536288391987	0.454254453000025	48	551	positive regulation of molecular function	BP	1	1
GO:0000132	0.608953796290097	0.77633182626701	1	10	establishment of mitotic spindle orientation	BP	1	1
GO:0000578	0.608953796290097	0.77633182626701	1	10	embryonic axis specification	BP	1	1
GO:0002021	0.608953796290097	0.77633182626701	1	10	response to dietary excess	BP	1	1
GO:0002713	0.608953796290097	0.77633182626701	1	10	negative regulation of B cell mediated immunity	BP	1	1
GO:0002890	0.608953796290097	0.77633182626701	1	10	negative regulation of immunoglobulin mediated immune response	BP	1	1
GO:0003094	0.608953796290097	0.77633182626701	1	10	glomerular filtration	BP	1	1
GO:0004623	0.608953796290097	0.77633182626701	1	10	phospholipase A2 activity	MF	1	1
GO:0005310	0.608953796290097	0.77633182626701	1	10	dicarboxylic acid transmembrane transporter activity	MF	1	1
GO:0005796	0.608953796290097	0.77633182626701	1	10	Golgi lumen	CC	1	1
GO:0006301	0.608953796290097	0.77633182626701	1	10	postreplication repair	BP	1	1
GO:0006882	0.608953796290097	0.77633182626701	1	10	cellular zinc ion homeostasis	BP	1	1
GO:0006904	0.608953796290097	0.77633182626701	1	10	vesicle docking involved in exocytosis	BP	1	1
GO:0007130	0.608953796290097	0.77633182626701	1	10	synaptonemal complex assembly	BP	1	1
GO:0008287	0.608953796290097	0.77633182626701	1	10	protein serine/threonine phosphatase complex	CC	1	1
GO:0008525	0.608953796290097	0.77633182626701	1	10	phosphatidylcholine transporter activity	MF	1	1
GO:0009072	0.608953796290097	0.77633182626701	1	10	aromatic amino acid family metabolic process	BP	1	1
GO:0010458	0.608953796290097	0.77633182626701	1	10	exit from mitosis	BP	1	1
GO:0010560	0.608953796290097	0.77633182626701	1	10	positive regulation of glycoprotein biosynthetic process	BP	1	1
GO:0010592	0.608953796290097	0.77633182626701	1	10	positive regulation of lamellipodium assembly	BP	1	1
GO:0010875	0.608953796290097	0.77633182626701	1	10	positive regulation of cholesterol efflux	BP	1	1
GO:0014741	0.608953796290097	0.77633182626701	1	10	negative regulation of muscle hypertrophy	BP	1	1
GO:0015248	0.608953796290097	0.77633182626701	1	10	sterol transporter activity	MF	1	1
GO:0015865	0.608953796290097	0.77633182626701	1	10	purine nucleotide transport	BP	1	1
GO:0015868	0.608953796290097	0.77633182626701	1	10	purine ribonucleotide transport	BP	1	1
GO:0016655	0.608953796290097	0.77633182626701	1	10	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	MF	1	1
GO:0016863	0.608953796290097	0.77633182626701	1	10	intramolecular oxidoreductase activity, transposing C=C bonds	MF	1	1
GO:0019200	0.608953796290097	0.77633182626701	1	10	carbohydrate kinase activity	MF	1	1
GO:0021988	0.608953796290097	0.77633182626701	1	10	olfactory lobe development	BP	1	1
GO:0030262	0.608953796290097	0.77633182626701	1	10	apoptotic nuclear changes	BP	1	1
GO:0030901	0.608953796290097	0.77633182626701	1	10	midbrain development	BP	1	1
GO:0031018	0.608953796290097	0.77633182626701	1	10	endocrine pancreas development	BP	1	1
GO:0031233	0.608953796290097	0.77633182626701	1	10	intrinsic component of external side of plasma membrane	CC	1	1
GO:0031672	0.608953796290097	0.77633182626701	1	10	A band	CC	1	1
GO:0032042	0.608953796290097	0.77633182626701	1	10	mitochondrial DNA metabolic process	BP	1	1
GO:0032700	0.608953796290097	0.77633182626701	1	10	negative regulation of interleukin-17 production	BP	1	1
GO:0032794	0.608953796290097	0.77633182626701	1	10	GTPase activating protein binding	MF	1	1
GO:0032839	0.608953796290097	0.77633182626701	1	10	dendrite cytoplasm	CC	1	1
GO:0033033	0.608953796290097	0.77633182626701	1	10	negative regulation of myeloid cell apoptotic process	BP	1	1
GO:0034405	0.608953796290097	0.77633182626701	1	10	response to fluid shear stress	BP	1	1
GO:0035116	0.608953796290097	0.77633182626701	1	10	embryonic hindlimb morphogenesis	BP	1	1
GO:0035739	0.608953796290097	0.77633182626701	1	10	CD4-positive, alpha-beta T cell proliferation	BP	1	1
GO:0035809	0.608953796290097	0.77633182626701	1	10	regulation of urine volume	BP	1	1
GO:0042059	0.608953796290097	0.77633182626701	1	10	negative regulation of epidermal growth factor receptor signaling pathway	BP	1	1
GO:0042159	0.608953796290097	0.77633182626701	1	10	lipoprotein catabolic process	BP	1	1
GO:0042417	0.608953796290097	0.77633182626701	1	10	dopamine metabolic process	BP	1	1
GO:0043403	0.608953796290097	0.77633182626701	1	10	skeletal muscle tissue regeneration	BP	1	1
GO:0044305	0.608953796290097	0.77633182626701	1	10	calyx of Held	CC	1	1
GO:0044406	0.608953796290097	0.77633182626701	1	10	adhesion of symbiont to host	BP	1	1
GO:0045023	0.608953796290097	0.77633182626701	1	10	G0 to G1 transition	BP	1	1
GO:0045346	0.608953796290097	0.77633182626701	1	10	regulation of MHC class II biosynthetic process	BP	1	1
GO:0045624	0.608953796290097	0.77633182626701	1	10	positive regulation of T-helper cell differentiation	BP	1	1
GO:0046629	0.608953796290097	0.77633182626701	1	10	gamma-delta T cell activation	BP	1	1
GO:0046636	0.608953796290097	0.77633182626701	1	10	negative regulation of alpha-beta T cell activation	BP	1	1
GO:0046931	0.608953796290097	0.77633182626701	1	10	pore complex assembly	BP	1	1
GO:0048026	0.608953796290097	0.77633182626701	1	10	positive regulation of mRNA splicing, via spliceosome	BP	1	1
GO:0048532	0.608953796290097	0.77633182626701	1	10	anatomical structure arrangement	BP	1	1
GO:0048569	0.608953796290097	0.77633182626701	1	10	post-embryonic animal organ development	BP	1	1
GO:0048641	0.608953796290097	0.77633182626701	1	10	regulation of skeletal muscle tissue development	BP	1	1
GO:0048668	0.608953796290097	0.77633182626701	1	10	collateral sprouting	BP	1	1
GO:0050482	0.608953796290097	0.77633182626701	1	10	arachidonic acid secretion	BP	1	1
GO:0050780	0.608953796290097	0.77633182626701	1	10	dopamine receptor binding	MF	1	1
GO:0050926	0.608953796290097	0.77633182626701	1	10	regulation of positive chemotaxis	BP	1	1
GO:0050927	0.608953796290097	0.77633182626701	1	10	positive regulation of positive chemotaxis	BP	1	1
GO:0051503	0.608953796290097	0.77633182626701	1	10	adenine nucleotide transport	BP	1	1
GO:0055069	0.608953796290097	0.77633182626701	1	10	zinc ion homeostasis	BP	1	1
GO:0060074	0.608953796290097	0.77633182626701	1	10	synapse maturation	BP	1	1
GO:0060669	0.608953796290097	0.77633182626701	1	10	embryonic placenta morphogenesis	BP	1	1
GO:0070233	0.608953796290097	0.77633182626701	1	10	negative regulation of T cell apoptotic process	BP	1	1
GO:0070243	0.608953796290097	0.77633182626701	1	10	regulation of thymocyte apoptotic process	BP	1	1
GO:0071168	0.608953796290097	0.77633182626701	1	10	protein localization to chromatin	BP	1	1
GO:0071605	0.608953796290097	0.77633182626701	1	10	monocyte chemotactic protein-1 production	BP	1	1
GO:0071637	0.608953796290097	0.77633182626701	1	10	regulation of monocyte chemotactic protein-1 production	BP	1	1
GO:0072349	0.608953796290097	0.77633182626701	1	10	modified amino acid transmembrane transporter activity	MF	1	1
GO:0090190	0.608953796290097	0.77633182626701	1	10	positive regulation of branching involved in ureteric bud morphogenesis	BP	1	1
GO:0090504	0.608953796290097	0.77633182626701	1	10	epiboly	BP	1	1
GO:0090594	0.608953796290097	0.77633182626701	1	10	inflammatory response to wounding	BP	1	1
GO:0097284	0.608953796290097	0.77633182626701	1	10	hepatocyte apoptotic process	BP	1	1
GO:0097484	0.608953796290097	0.77633182626701	1	10	dendrite extension	BP	1	1
GO:0097531	0.608953796290097	0.77633182626701	1	10	mast cell migration	BP	1	1
GO:0099144	0.608953796290097	0.77633182626701	1	10	anchored component of synaptic membrane	CC	1	1
GO:0120178	0.608953796290097	0.77633182626701	1	10	steroid hormone biosynthetic process	BP	1	1
GO:0120255	0.608953796290097	0.77633182626701	1	10	olefinic compound biosynthetic process	BP	1	1
GO:1903020	0.608953796290097	0.77633182626701	1	10	positive regulation of glycoprotein metabolic process	BP	1	1
GO:1903055	0.608953796290097	0.77633182626701	1	10	positive regulation of extracellular matrix organization	BP	1	1
GO:1903293	0.608953796290097	0.77633182626701	1	10	phosphatase complex	CC	1	1
GO:1903429	0.608953796290097	0.77633182626701	1	10	regulation of cell maturation	BP	1	1
GO:1903579	0.608953796290097	0.77633182626701	1	10	negative regulation of ATP metabolic process	BP	1	1
GO:1903792	0.608953796290097	0.77633182626701	1	10	negative regulation of anion transport	BP	1	1
GO:1903909	0.608953796290097	0.77633182626701	1	10	regulation of receptor clustering	BP	1	1
GO:1903963	0.608953796290097	0.77633182626701	1	10	arachidonate transport	BP	1	1
GO:1904814	0.608953796290097	0.77633182626701	1	10	regulation of protein localization to chromosome, telomeric region	BP	1	1
GO:1904816	0.608953796290097	0.77633182626701	1	10	positive regulation of protein localization to chromosome, telomeric region	BP	1	1
GO:1905664	0.608953796290097	0.77633182626701	1	10	regulation of calcium ion import across plasma membrane	BP	1	1
GO:2000010	0.608953796290097	0.77633182626701	1	10	positive regulation of protein localization to cell surface	BP	1	1
GO:2001169	0.608953796290097	0.77633182626701	1	10	regulation of ATP biosynthetic process	BP	1	1
GO:0032868	0.610323286296354	0.545123434249691	7	82	response to insulin	BP	1	1
GO:0061061	0.611037808005019	0.484330581540549	19	221	muscle structure development	BP	1	1
GO:0070374	0.613968071132701	0.531389644561293	8	94	positive regulation of ERK1 and ERK2 cascade	BP	1	1
GO:1901135	0.615520541905106	0.459754158309559	31	359	carbohydrate derivative metabolic process	BP	1	1
GO:0010638	0.615562599773913	0.487851510404305	16	187	positive regulation of organelle organization	BP	1	1
GO:0033674	0.616513440680935	0.493805262016907	14	164	positive regulation of kinase activity	BP	1	1
GO:0043168	0.616806159868301	0.435268057087205	70	802	anion binding	MF	1	1
GO:1901700	0.617264740366773	0.447317363093282	43	496	response to oxygen-containing compound	BP	1	1
GO:0009205	0.617606401342989	0.519340458198677	9	106	purine ribonucleoside triphosphate metabolic process	BP	1	1
GO:0051924	0.617606401342989	0.519340458198677	9	106	regulation of calcium ion transport	BP	1	1
GO:0007189	0.61763073910142	0.586198125917667	4	47	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	1	1
GO:0007565	0.61763073910142	0.586198125917667	4	47	female pregnancy	BP	1	1
GO:0030004	0.61763073910142	0.586198125917667	4	47	cellular monovalent inorganic cation homeostasis	BP	1	1
GO:0061041	0.61763073910142	0.586198125917667	4	47	regulation of wound healing	BP	1	1
GO:0097729	0.61763073910142	0.586198125917667	4	47	9+2 motile cilium	CC	1	1
GO:0120034	0.61763073910142	0.586198125917667	4	47	positive regulation of plasma membrane bounded cell projection assembly	BP	1	1
GO:1902106	0.61763073910142	0.586198125917667	4	47	negative regulation of leukocyte differentiation	BP	1	1
GO:0007088	0.618317360801074	0.615872079192862	3	35	regulation of mitotic nuclear division	BP	1	1
GO:0015837	0.618317360801074	0.615872079192862	3	35	amine transport	BP	1	1
GO:0034502	0.618317360801074	0.615872079192862	3	35	protein localization to chromosome	BP	1	1
GO:0050805	0.618317360801074	0.615872079192862	3	35	negative regulation of synaptic transmission	BP	1	1
GO:0051153	0.618317360801074	0.615872079192862	3	35	regulation of striated muscle cell differentiation	BP	1	1
GO:0061082	0.618317360801074	0.615872079192862	3	35	myeloid leukocyte cytokine production	BP	1	1
GO:0090305	0.618317360801074	0.615872079192862	3	35	nucleic acid phosphodiester bond hydrolysis	BP	1	1
GO:0090559	0.618317360801074	0.615872079192862	3	35	regulation of membrane permeability	BP	1	1
GO:0099175	0.618317360801074	0.615872079192862	3	35	regulation of postsynapse organization	BP	1	1
